state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
Texas,Garrison,791,15,6,4,5
Texas,Gatesville,"17,154",429,142,215,72
Texas,Georgetown,"83,371","2,689",601,"1,690",398
Texas,George West,"2,194",101,20,45,36
Texas,Giddings,"5,144",294,83,157,54
Texas,Gilmer,"4,997",398,104,218,76
Texas,Gladewater,"6,174",156,45,96,15
Texas,Glenn Heights,"18,398",618,184,296,138
Texas,Godley,"2,245",65,17,35,13
Texas,Gonzales,"7,089",529,131,193,205
Texas,Graham,"8,823",439,100,129,210
Texas,Granbury,"12,132","1,003",200,588,215
Texas,Grand Prairie,"199,663","9,253","1,554","5,216","2,483"
Texas,Grand Saline,"3,236",69,18,29,22
Texas,Grapeland,"1,504",18,10,6,2
Texas,Grapevine,"50,988","2,691",502,"1,899",290
Texas,Greenville,"30,890","1,232",378,577,277
Texas,Groesbeck,"3,638",225,70,108,47
Texas,Groves,"16,682",565,169,324,72
Texas,Gun Barrel City,"6,551",112,21,78,13
Texas,Gunter,"2,449",27,2,23,2
Texas,Hallettsville,"2,762",166,44,82,40
Texas,Hallsville,"4,707",47,16,27,4
Texas,Haltom City,"45,488","1,148",250,744,154
Texas,Hamilton,"2,860",105,30,44,31
Texas,Hamlin,"1,899",74,23,22,29
Texas,Harker Heights,"34,001","1,026",272,611,143
Texas,Harlingen,"72,047","5,091","1,338","2,914",839
Texas,Haskell,"3,033",42,10,27,5
Texas,Hawkins,"1,353",38,15,18,5
Texas,Hawley,575,3,2,0,1
Texas,Hearne,"4,517",140,61,56,23
Texas,Heath,"10,661",242,70,83,89
Texas,Hedwig Village,"2,295",230,15,189,26
Texas,Helotes,"9,263",355,30,236,89
Texas,Hempstead,"6,388",301,81,178,42
Texas,Hereford,"14,626",688,178,408,102
Texas,Hewitt,"16,291",727,170,239,318
Texas,Hickory Creek,"5,786",205,21,124,60
Texas,Hico,"1,360",0,0,0,0
Texas,Hidalgo,"14,468",402,111,253,38
Texas,Highland Park,"8,732",316,20,234,62
Texas,Highland Village,"15,988",419,104,228,87
Texas,Hill Country Village,939,59,2,49,8
Texas,Hillsboro,"8,407",397,116,215,66
Texas,Hitchcock,"7,502",503,184,248,71
Texas,Hollywood Park,"3,091",164,10,98,56
Texas,Hondo,"8,522",475,127,246,102
Texas,Honey Grove,"1,789",47,17,21,9
Texas,Hooks,"2,510",78,21,49,8
Texas,Horizon City,"23,726",605,168,345,92
Texas,Horseshoe Bay,"4,693",129,28,76,25
Texas,Houston,"2,276,533","228,657","67,409","145,671","15,577"
Texas,Howe,"3,659",111,32,26,53
Texas,Hudson Oaks,"2,547",145,22,122,1
Texas,Hughes Springs,"1,542",5,2,2,1
Texas,Humble,"16,085","3,115",459,"2,356",300
Texas,Huntington,"2,020",48,18,30,0
Texas,Huntsville,"46,780","2,239",636,"1,252",351
Texas,Hurst,"39,796","2,204",476,"1,274",454
Texas,Hutchins,"5,594",587,119,413,55
Texas,Hutto,"33,891",744,216,355,173
Texas,Idalou,"2,118",43,10,21,12
Texas,Ingleside,"10,207",568,177,317,74
Texas,Ingram,"1,834",100,28,47,25
Texas,Iowa Colony,"11,056",210,81,115,14
Texas,Iowa Park,"6,595",99,25,51,23
Texas,Irving,"254,141","18,366","4,176","10,116","4,074"
Texas,Italy,"2,038",52,9,28,15
Texas,Itasca,"1,682",10,3,2,5
Texas,Jacinto City,"9,190",556,83,421,52
Texas,Jacksboro,"4,292",143,36,59,48
Texas,Jacksonville,"14,196","1,202",314,564,324
Texas,Jamaica Beach,"1,065",17,3,9,5
Texas,Jarrell,"2,469",69,22,33,14
Texas,Jasper,"7,706",612,177,381,54
Texas,Jefferson,"1,830",57,19,27,11
Texas,Jersey Village,"7,575",756,74,427,255
Texas,Jonestown,"2,506",117,35,59,23
Texas,Josephine,"4,711",71,28,39,4
Texas,Joshua,"8,256",349,51,127,171
Texas,Jourdanton,"4,179",138,44,39,55
Texas,Junction,"2,536",27,13,9,5
Texas,Karnes City,"3,271",128,18,51,59
Texas,Katy,"25,511","1,888",280,"1,234",374
Texas,Kaufman,"7,829",374,67,102,205
Texas,Keene,"6,355",220,90,105,25
Texas,Keller,"45,080","1,011",227,557,227
Texas,Kemah,"1,794",188,54,93,41
Texas,Kemp,"1,237",59,17,40,2
Texas,Kempner,"1,211",3,2,1,0
Texas,Kenedy,"3,589",185,37,127,21
Texas,Kennedale,"8,417",350,89,167,94
Texas,Kerens,"1,518",41,14,21,6
Texas,Kermit,"5,749",59,21,34,4
Texas,Kerrville,"24,696",948,345,363,240
Texas,Kilgore,"13,419","1,459",263,433,763
Texas,Killeen,"159,546","9,539","2,981","4,468","2,090"
Texas,Kingsville,"24,802","1,922",543,"1,090",289
Texas,Kirby,"8,069",498,138,304,56
Texas,Knox City,"1,047",47,8,30,9
Texas,Kountze,"2,371",36,7,22,7
Texas,Kyle,"57,724","2,413",686,"1,235",492
Texas,Lacy-Lakeview,"7,143",498,137,251,110
Texas,La Feria,"6,791",373,105,220,48
Texas,Lago Vista,"9,637",208,85,110,13
Texas,La Grange,"4,455",235,82,131,22
Texas,La Grulla,"1,208",27,14,11,2
Texas,Laguna Vista,"3,673",53,12,39,2
Texas,La Joya,"4,666",120,32,35,53
Texas,Lake Dallas,"7,738",162,47,96,19
Texas,Lake Jackson,"27,595","1,284",505,690,89
Texas,Lakeport,970,2,0,2,0
Texas,Lakeside,"1,603",52,11,37,4
Texas,"Lakeview, Harrison County","6,490",234,59,93,82
Texas,Lakeway,"19,267",528,67,300,161
Texas,Lake Worth,"4,652",628,98,421,109
Texas,La Marque,"19,068","1,620",543,900,177
Texas,Lamesa,"8,726",662,200,369,93
Texas,Lampasas,"7,737",649,187,293,169
Texas,Lancaster,"40,615","2,546",687,"1,573",286
Texas,La Porte,"36,646","1,833",529,746,558
Texas,Laredo,"256,973","9,914","3,459","5,046","1,409"
Texas,La Vernia,"1,224",121,16,54,51
Texas,Lavon,"6,277",83,18,54,11
Texas,League City,"116,511","4,196","1,045","2,459",692
Texas,Leonard,"2,085",18,10,6,2
Texas,Leon Valley,"11,402","1,532",284,"1,026",222
Texas,Levelland,"12,579",786,216,451,119
Texas,Lewisville,"113,568","6,651","1,595","4,051","1,005"
Texas,Lexington,"1,246",5,3,2,0
Texas,Liberty,"8,790",391,96,265,30
Texas,Liberty Hill,"6,909",193,58,70,65
Texas,Lindale,"6,509",204,32,129,43
Texas,Linden,"1,788",25,11,12,2
Texas,Little Elm,"55,340","1,154",408,425,321
Texas,Littlefield,"5,814",238,51,128,59
Texas,Live Oak,"15,884","1,460",196,924,340
Texas,Livingston,"5,937",811,202,449,160
Texas,Llano,"3,406",92,28,46,18
Texas,Lockhart,"15,068",468,140,223,105
Texas,Lockney,"1,474",37,18,12,7
Texas,Log Cabin,820,6,1,4,1
Texas,Lone Star,"1,412",29,16,10,3
Texas,Longview,"81,811","5,904","1,385","3,348","1,171"
Texas,Lorena,"1,787",86,31,27,28
Texas,Los Fresnos,"8,164",327,55,175,97
Texas,Lubbock,"264,142","29,849","8,414","18,039","3,396"
Texas,Lufkin,"34,063","3,164",666,"1,932",566
Texas,Luling,"5,511",237,61,120,56
Texas,Lumberton,"14,004",449,133,180,136
Texas,Lytle,"3,037",267,17,172,78
Texas,Madisonville,"4,670",173,50,100,23
Texas,Magnolia,"2,906",215,21,64,130
Texas,Manor,"23,497",605,139,375,91
Texas,Mansfield,"75,993","2,079",340,"1,526",213
Texas,Manvel,"14,821",351,89,188,74
Texas,Marble Falls,"7,408",697,181,279,237
Texas,Marfa,"1,749",15,4,7,4
Texas,Marlin,"5,631",204,49,83,72
Texas,Marshall,"22,628","1,071",302,604,165
Texas,Mathis,"4,379",263,45,168,50
Texas,Maud,969,23,6,15,2
Texas,Maypearl,945,15,3,6,6
Texas,McAllen,"145,510","8,679","2,750","4,414","1,515"
Texas,McKinney,"208,415","5,150","1,290","3,359",501
Texas,Meadows Place,"4,591",195,17,162,16
Texas,Melissa,"20,071",336,52,111,173
Texas,Memorial Villages,"10,987",282,10,170,102
Texas,Memphis,"2,086",20,7,9,4
Texas,Mercedes,"16,365","1,397",509,736,152
Texas,Meridian,"1,424",31,11,16,4
Texas,Merkel,"2,431",49,18,23,8
Texas,Mesquite,"147,226","11,231","2,669","6,956","1,606"
Texas,Mexia,"6,865",335,102,188,45
Texas,Midland,"129,945","7,718","3,001","3,634","1,083"
Texas,Midlothian,"38,587","1,363",375,716,272
Texas,Miles,927,3,1,1,1
Texas,Milford,736,34,4,8,22
Texas,Mineola,"5,031",238,50,103,85
Texas,Mineral Wells,"15,010","1,022",266,710,46
Texas,Mission,"86,577","4,630","1,435","2,362",833
Texas,Missouri City,"75,323","2,105",583,"1,275",247
Texas,Monahans,"7,185",170,72,72,26
Texas,Mont Belvieu,"8,902",267,60,193,14
Texas,Montgomery,"2,679",155,28,61,66
Texas,Morgans Point Resort,"4,789",82,7,31,44
Texas,Moulton,869,4,1,2,1
Texas,Mount Pleasant,"16,044","1,010",225,526,259
Texas,Mount Vernon,"2,500",91,37,39,15
Texas,Muleshoe,"5,066",93,46,43,4
Texas,Murphy,"21,297",374,103,237,34
Texas,Mustang Ridge,991,54,8,44,2
Texas,Nacogdoches,"32,055","2,108",644,897,567
Texas,Nassau Bay,"5,105",269,40,173,56
Texas,Natalia,"1,342",44,7,32,5
Texas,Navasota,"8,459",633,230,294,109
Texas,Nederland,"18,034",685,160,416,109
Texas,Needville,"3,040",83,33,48,2
Texas,New Boston,"4,557",315,78,186,51
Texas,New Braunfels,"107,017","4,832","1,197","2,595","1,040"
Texas,Newton,"1,997",34,7,24,3
Texas,Nolanville,"6,560",135,48,64,23
Texas,Northeast,"3,962",29,3,7,19
Texas,Northlake,"8,513",333,61,197,75
Texas,North Richland Hills,"70,108","3,533",792,"2,146",595
Texas,"Oak Ridge, Kaufman County",979,8,1,7,0
Texas,Oak Ridge North,"3,011",194,21,89,84
Texas,Odem,"2,277",75,19,35,21
Texas,Odessa,"110,163","7,888","3,022","3,410","1,456"
Texas,Olmos Park,"2,151",134,2,64,68
Texas,Olney,"3,033",122,43,35,44
Texas,Onalaska,"3,225",190,75,77,38
Texas,Orange,"19,056",771,232,453,86
Texas,Overton,"2,294",94,28,46,20
Texas,Ovilla,"4,365",57,12,33,12
Texas,Oyster Creek,"1,196",127,42,41,44
Texas,Palacios,"4,425",128,29,66,33
Texas,Palestine,"19,113","1,424",463,713,248
Texas,Palmer,"2,510",62,13,41,8
Texas,Palmhurst,"2,600",246,22,198,26
Texas,Palmview,"15,919",688,248,363,77
Texas,Pampa,"16,343",918,257,558,103
Texas,Panhandle,"2,310",7,4,2,1
Texas,Pantego,"2,497",101,15,68,18
Texas,Paris,"24,392","2,141",791,993,357
Texas,Parker,"6,144",72,12,46,14
Texas,Pasadena,"145,954","8,873","2,538","5,604",731
Texas,Patton Village,"1,799",84,11,22,51
Texas,Payne Springs,755,1,0,1,0
Texas,Pearland,"125,894","5,311","1,070","3,009","1,232"
Texas,Pearsall,"7,661",354,111,176,67
Texas,Pecos,"12,483",251,88,148,15
Texas,Penitas,"6,348",82,28,52,2
Texas,Perryton,"8,143",288,98,139,51
Texas,Petersburg,972,6,4,2,0
Texas,Pflugerville,"67,817","2,516",338,"1,489",689
Texas,Pharr,"79,558","3,475","1,122","1,840",513
Texas,Pilot Point,"4,892",79,24,41,14
Texas,Pinehurst,"2,209",89,13,73,3
Texas,Pineland,910,15,10,5,0
Texas,Pittsburg,"4,433",242,72,115,55
Texas,Plainview,"19,554","1,111",265,648,198
Texas,Plano,"289,847","12,488","2,178","7,845","2,465"
Texas,Pleasanton,"10,951",804,229,424,151
Texas,Point Comfort,565,4,4,0,0
Texas,Ponder,"2,417",42,19,17,6
Texas,Port Aransas,"3,286",511,112,256,143
Texas,Port Arthur,"55,899","3,014","1,111","1,411",492
Texas,Port Isabel,"5,165",412,86,141,185
Texas,Portland,"20,742",807,216,387,204
Texas,Port Lavaca,"11,048",454,99,275,80
Texas,Port Neches,"13,293",417,155,213,49
Texas,Poteet,"2,970",102,39,49,14
Texas,Prairie View ,"7,059",173,45,124,4
Texas,Primera,"5,319",52,22,9,21
Texas,Princeton,"22,867",626,225,274,127
Texas,Prosper,"37,752",812,135,505,172
Texas,Queen City,"1,410",37,10,22,5
Texas,Quitman,"2,021",24,17,5,2
Texas,Rancho Viejo,"2,867",41,11,25,5
Texas,Ranger,"2,287",91,33,39,19
Texas,Raymondville,"10,552",694,264,356,74
Texas,Red Oak,"16,396",656,157,330,169
Texas,Refugio,"2,866",64,14,37,13
Texas,"Reno, Lamar County","3,457",67,24,38,5
Texas,"Reno, Parker County","3,457",79,14,56,9
Texas,Rhome,"1,839",68,4,16,48
Texas,Rice,"1,259",53,7,23,23
Texas,Richardson,"115,771","5,487",606,"3,320","1,561"
Texas,Richland Hills,"8,385",622,176,320,126
Texas,Richmond,"12,936",564,114,379,71
Texas,Richwood,"4,730",125,31,87,7
Texas,Rio Grande City,"15,705",530,44,395,91
Texas,Rio Hondo,"2,012",78,24,46,8
Texas,River Oaks,"7,420",352,71,189,92
Texas,Roanoke,"10,024",487,66,189,232
Texas,Robinson,"12,954",444,150,259,35
Texas,Robstown,"10,155",792,247,417,128
Texas,Rockdale,"5,473",326,74,178,74
Texas,Rockport,"10,759",669,152,454,63
Texas,Rockwall,"51,724","1,822",351,"1,119",352
Texas,Rogers,"1,107",1,0,1,0
Texas,Rollingwood,"1,398",57,1,50,6
Texas,Roma,"11,547",341,139,151,51
Texas,Roman Forest,"1,963",130,26,90,14
Texas,Roscoe,"1,231",8,3,4,1
Texas,Rosenberg,"40,472","2,394",814,998,582
Texas,Round Rock,"127,349","6,793","1,595","4,308",890
Texas,Rowlett,"65,196","2,501",744,"1,529",228
Texas,Royse City,"18,613",916,189,429,298
Texas,Runaway Bay,"1,764",33,7,18,8
Texas,Rusk,"5,583",282,80,106,96
Texas,Sabinal,"1,410",40,7,9,24
Texas,Sachse,"31,317",618,187,340,91
Texas,Saginaw,"23,993",866,242,504,120
Texas,Salado,"2,395",52,12,30,10
Texas,San Angelo,"99,243","7,973","2,289","4,489","1,195"
Texas,San Antonio,"1,465,608","154,417","37,041","104,779","12,597"
Texas,San Augustine,"1,844",109,20,56,33
Texas,San Benito,"24,712",985,205,668,112
Texas,San Elizario,"10,080",82,20,51,11
Texas,Sanger,"9,877",423,97,234,92
Texas,San Juan,"35,806","1,474",417,987,70
Texas,San Marcos,"69,470","4,794","1,584","2,682",528
Texas,San Saba,"3,197",64,18,33,13
Texas,Sansom Park Village,"5,336",342,99,196,47
Texas,Santa Anna,"1,029",29,7,16,6
Texas,Santa Fe,"12,802",349,52,207,90
Texas,Schertz,"43,162","1,164",280,700,184
Texas,Schulenburg,"2,742",147,23,60,64
Texas,Seabrook,"13,544",526,205,290,31
Texas,Seadrift,997,12,6,4,2
Texas,Seagoville,"19,389",793,112,593,88
Texas,Sealy,"6,720",273,29,141,103
Texas,Seguin,"32,452","2,177",732,"1,053",392
Texas,Selma,"11,824",751,117,465,169
Texas,Seminole,"7,066",281,86,97,98
Texas,Seven Points,"1,430",98,36,57,5
Texas,Seymour,"2,590",32,11,9,12
Texas,Shallowater,"2,917",74,12,61,1
Texas,Shavano Park,"3,609",159,15,96,48
Texas,Shenandoah,"3,682",603,36,454,113
Texas,Sherman,"45,881","2,607",862,"1,168",577
Texas,Shiner,"2,183",51,22,14,15
Texas,Silsbee,"6,831",306,58,124,124
Texas,Sinton,"5,602",291,72,141,78
Texas,Slaton,"5,752",216,44,159,13
Texas,Smithville,"4,150",211,52,76,83
Texas,Snyder,"11,179",472,187,213,72
Texas,Socorro,"37,952","1,066",443,449,174
Texas,Somerset,"1,777",23,7,14,2
Texas,Somerville,"1,346",48,17,24,7
Texas,Sonora,"2,432",37,11,13,13
Texas,Sour Lake,"1,807",71,23,43,5
Texas,South Houston,"15,613","1,457",381,762,314
Texas,Southlake,"30,949",878,104,585,189
Texas,South Padre Island,"2,048",810,219,409,182
Texas,Southside Place,"1,820",51,1,50,0
Texas,Spearman,"3,034",0,0,0,0
Texas,Splendora,"1,860",312,20,54,238
Texas,Springtown,"3,638",71,31,26,14
Texas,Spring Valley,"4,209",126,7,117,2
Texas,Stafford,"17,110","1,575",330,"1,148",97
Texas,Stamford,"3,005",82,20,44,18
Texas,Stanton,"2,630",91,19,56,16
Texas,Stephenville,"21,505",712,221,361,130
Texas,Stratford,"1,973",3,1,0,2
Texas,Sudan,934,4,2,2,0
Texas,Sugar Land,"107,989","3,147",466,"2,412",269
Texas,Sullivan City,"3,896",118,37,60,21
Texas,Sulphur Springs,"16,128",356,91,164,101
Texas,Sunnyvale,"8,381",264,27,178,59
Texas,Sunray,"1,701",23,6,16,1
Texas,Sunrise Beach Village,787,12,1,9,2
Texas,Sunset Valley,637,217,10,195,12
Texas,Surfside Beach,669,40,12,17,11
Texas,Sweeny,"3,566",166,63,75,28
Texas,Sweetwater,"10,420",550,240,239,71
Texas,Taft,"2,835",61,15,45,1
Texas,Tahoka,"2,419",89,31,47,11
Texas,Tatum,"1,357",13,0,11,2
Texas,Taylor,"17,259",696,211,370,115
Texas,Teague,"3,497",117,30,64,23
Texas,Temple,"88,484","4,413","1,297","2,081","1,035"
Texas,Tenaha,995,0,0,0,0
Texas,Terrell,"19,670","1,233",294,720,219
Texas,Terrell Hills,"5,036",101,9,86,6
Texas,Texarkana,"35,859","3,089",837,"1,539",713
Texas,Texas City,"56,311","3,433","1,037","1,600",796
Texas,The Colony,"45,357","2,286",399,"1,651",236
Texas,Thorndale,"1,312",5,3,1,1
Texas,Tioga,"1,220",7,2,0,5
Texas,Todd Mission,126,7,0,4,3
Texas,Tomball,"13,322",809,167,462,180
Texas,Tom Bean,934,7,3,1,3
Texas,Tool,"2,243",43,13,26,4
Texas,Trophy Club,"13,794",257,34,136,87
Texas,Tulia,"4,501",354,118,174,62
Texas,Tye,"1,192",38,16,4,18
Texas,Tyler,"108,422","7,357","1,934","3,814","1,609"
Texas,Universal City,"19,903","1,510",342,907,261
Texas,University Park,"24,918",482,27,437,18
Texas,Uvalde,"15,410","1,310",439,628,243
Texas,Valley Mills,"1,256",44,13,13,18
Texas,Van,"2,825",115,16,35,64
Texas,Van Alstyne,"6,023",206,41,72,93
Texas,Venus,"7,843",233,55,40,138
Texas,Vernon,"9,945",437,138,152,147
Texas,Victoria,"65,165","4,335","1,137","2,276",922
Texas,Vidor,"9,671",379,97,251,31
Texas,Waco,"140,911","10,647","3,305","6,329","1,013"
Texas,Wake Village,"5,861",165,51,98,16
Texas,Waller,"2,846",90,20,53,17
Texas,Wallis,"1,302",20,6,13,1
Texas,Watauga,"23,027",972,187,455,330
Texas,Waxahachie,"45,422","2,137",382,"1,131",624
Texas,Weatherford,"36,796","2,123",502,970,651
Texas,Webster,"11,952","2,316",258,"1,365",693
Texas,Weimar,"2,083",62,10,24,28
Texas,Weslaco,"41,478","3,419",969,"1,872",578
Texas,West,"2,587",60,16,41,3
Texas,West Columbia,"3,587",145,51,73,21
Texas,West Lake Hills,"3,220",175,13,124,38
Texas,West Orange,"3,418",162,39,110,13
Texas,Westover Hills,638,17,5,8,4
Texas,West University Place,"14,524",353,23,230,100
Texas,Westworth,"2,614",314,48,138,128
Texas,Wharton,"8,627",700,142,385,173
Texas,Whitehouse,"9,175",200,64,111,25
Texas,White Oak,"6,147",166,56,98,12
Texas,White Settlement,"17,954",985,205,685,95
Texas,Wichita Falls,"103,337","8,346","2,619","4,863",864
Texas,Willis,"6,986",473,139,309,25
Texas,Willow Park,"5,427",279,49,144,86
Texas,Wills Point,"3,977",80,23,31,26
Texas,Wilmer,"5,590",251,64,148,39
Texas,Windcrest,"5,793","1,080",99,571,410
Texas,Wink,844,12,3,8,1
Texas,Winnsboro,"3,581",163,27,54,82
Texas,Winters,"2,363",79,16,31,32
Texas,Wolfforth,"6,482",180,42,63,75
Texas,Woodbranch,"1,497",0,0,0,0
Texas,Woodsboro,"1,275",26,9,12,5
Texas,Woodville,"2,471",78,14,36,28
Texas,Woodway,"9,514",238,16,155,67
Texas,Wortham,"1,015",53,8,25,20
Texas,Wylie,"60,910","1,127",390,531,206
Texas,Yoakum,"5,958",79,17,35,27
Texas,Zavalla,610,34,6,14,14
Utah,American Fork/Cedar Hills,"45,310","2,292",345,"1,199",748
Utah,Blanding,"3,295",211,44,42,125
Utah,Bluffdale,"20,386",583,145,299,139
Utah,Bountiful,"45,098","1,637",244,"1,107",286
Utah,Brian Head,159,32,8,13,11
Utah,Cedar City,"39,266","1,553",367,857,329
Utah,Centerville,"16,719",825,102,578,145
Utah,Clearfield,"32,586","1,730",496,995,239
Utah,Clinton,"23,784",792,200,463,129
Utah,Cottonwood Heights,"32,191","1,481",204,"1,108",169
Utah,Draper,"53,049","1,938",404,"1,381",153
Utah,Enoch,"8,518",159,72,50,37
Utah,Ephraim,"5,834",153,26,78,49
Utah,Grantsville,"14,431",833,199,265,369
Utah,Harrisville,"6,948",483,62,329,92
Utah,Heber,"17,659",642,100,279,263
Utah,Helper,"2,082",184,32,58,94
Utah,Herriman,"60,138","1,469",335,998,136
Utah,Hurricane,"23,607","1,442",395,621,426
Utah,Kanab,"5,324",131,37,64,30
Utah,Kaysville,"33,004",778,125,445,208
Utah,La Verkin,"4,582",208,67,115,26
Utah,Layton,"84,636","4,393","1,086","2,449",858
Utah,Lindon,"11,922",737,59,513,165
Utah,Logan,"56,267","2,787",599,"1,366",822
Utah,Lone Peak,"30,258",413,55,250,108
Utah,Mantua,"1,336",25,5,8,12
Utah,Mapleton,"13,415",211,55,92,64
Utah,Moab,"5,263",475,206,202,67
Utah,Mount Pleasant,"3,836",78,22,42,14
Utah,Murray,"48,884","5,228",891,"3,800",537
Utah,Naples,"2,383",226,20,52,154
Utah,Nephi,"6,739",277,65,118,94
Utah,North Ogden,"21,977",770,173,368,229
Utah,North Park,"16,904",348,108,197,43
Utah,North Salt Lake,"22,679","1,084",208,748,128
Utah,Ogden,"86,870","7,984","2,137","3,899","1,948"
Utah,Orem,"97,430","5,104","1,055","2,872","1,177"
Utah,Park City,"8,516",703,193,441,69
Utah,Payson,"22,989",790,210,361,219
Utah,Perry,"5,921",343,85,172,86
Utah,Pleasant Grove,"38,095","1,246",253,754,239
Utah,Pleasant View,"11,234",331,64,152,115
Utah,Price,"8,230",538,110,170,258
Utah,Provo,"114,120","4,586",881,"2,662","1,043"
Utah,Richfield,"8,379",746,163,375,208
Utah,Riverdale,"9,408",892,133,631,128
Utah,Riverton,"44,920","1,146",187,838,121
Utah,Roosevelt,"7,004",768,150,316,302
Utah,Roy,"39,305","1,704",594,799,311
Utah,Salem,"10,308",232,37,120,75
Utah,Salt Lake City,"201,373","31,419","7,220","20,291","3,908"
Utah,Santaquin/Genola,"18,616",363,86,179,98
Utah,Saratoga Springs,"50,850","1,335",311,672,352
Utah,Smithfield,"14,455",246,108,116,22
Utah,South Jordan,"82,250","2,606",479,"1,848",279
Utah,South Ogden,"17,585",971,210,400,361
Utah,Spanish Fork,"45,005","1,579",299,862,418
Utah,Springdale,589,77,16,38,23
Utah,Springville,"36,907","1,493",285,689,519
Utah,St. George,"104,158","5,413",992,"2,713","1,708"
Utah,Sunset,"5,557",372,95,148,129
Utah,Syracuse,"34,354",964,160,561,243
Utah,Taylorsville City,"58,059","3,701",646,"2,371",684
Utah,Tooele,"38,318","2,447",724,"1,404",319
Utah,Tremonton Garland,"13,682",507,197,272,38
Utah,Washington,"33,535","1,448",268,768,412
Utah,West Jordan,"115,900","6,653","1,298","4,289","1,066"
Utah,West Valley,"138,020","10,282","2,154","6,614","1,514"
Utah,Woods Cross,"11,846",616,124,332,160
Vermont,Barre,"8,447",614,172,379,63
Vermont,Barre Town,"7,970",201,45,142,14
Vermont,Bellows Falls,"2,820",101,18,76,7
Vermont,Bennington,"15,301","1,047",235,683,129
Vermont,Berlin,"2,936",459,112,330,17
Vermont,Bradford,"2,822",39,4,28,7
Vermont,Brandon,"4,112",117,30,80,7
Vermont,Brattleboro,"12,256","1,223",155,"1,040",28
Vermont,Bristol,"3,730",13,4,9,0
Vermont,Burlington,"44,689","3,454",438,"2,973",43
Vermont,Castleton,"4,599",20,12,8,0
Vermont,Colchester,"17,710",672,102,529,41
Vermont,Dover,"1,859",41,6,35,0
Vermont,Essex,"22,481",614,109,485,20
Vermont,Hardwick,"2,997",92,16,74,2
Vermont,Hartford,"10,863",495,125,314,56
Vermont,Hinesburg,"4,699",17,5,11,1
Vermont,Killington,"1,414",12,5,6,1
Vermont,Ludlow,"2,204",51,13,38,0
Vermont,Lyndonville,"1,200",72,8,60,4
Vermont,Manchester,"4,499",120,18,79,23
Vermont,Middlebury,"9,037",207,53,139,15
Vermont,Milton,"10,656",208,41,145,22
Vermont,Montpelier,"7,995",380,108,254,18
Vermont,Morristown,"5,610",218,39,163,16
Vermont,Newport,"4,433",312,90,183,39
Vermont,Northfield,"6,291",61,35,18,8
Vermont,Norwich,"3,681",47,8,39,0
Vermont,Pittsford,"2,879",38,1,37,0
Vermont,Royalton,"2,794",51,6,44,1
Vermont,Rutland,"15,858","1,250",177,"1,048",25
Vermont,Rutland Town,"3,929",300,8,291,1
Vermont,Shelburne,"7,903",190,12,177,1
Vermont,South Burlington,"20,307","1,320",146,"1,146",28
Vermont,Springfield,"9,180",464,122,310,32
Vermont,St. Albans,"7,022",608,178,410,20
Vermont,St. Johnsbury,"7,404",563,101,414,48
Vermont,Stowe,"5,359",192,16,162,14
Vermont,Swanton,"6,813",86,30,54,2
Vermont,Vergennes,"2,565",62,10,48,4
Vermont,Weathersfield,"2,887",37,11,14,12
Vermont,Williston,"10,067",495,40,436,19
Vermont,Wilmington,"2,310",29,15,11,3
Vermont,Windsor,"3,595",107,27,74,6
Vermont,Winooski,"8,647",588,85,472,31
Vermont,Woodstock,"3,064",53,12,41,0
Virginia,Abingdon,"8,265",349,102,205,42
Virginia,Alexandria,"150,957","7,931","2,117","5,439",375
Virginia,Altavista,"3,348",229,50,131,48
Virginia,Ashland,"7,661",569,230,301,38
Virginia,Bedford,"6,681",613,150,380,83
Virginia,Berryville,"4,588",110,20,89,1
Virginia,Big Stone Gap,"5,155",232,45,166,21
Virginia,Blacksburg,"45,749",965,233,678,54
Virginia,Blackstone,"3,347",243,35,184,24
Virginia,Bluefield,"4,957",640,115,333,192
Virginia,Bridgewater,"6,215",117,17,88,12
Virginia,Bristol,"16,909","1,478",444,786,248
Virginia,Broadway,"4,269",100,8,47,45
Virginia,Buena Vista,"6,605",151,46,76,29
Virginia,Charlottesville,"45,089","3,326",873,"2,244",209
Virginia,Chase City,"2,037",63,12,44,7
Virginia,Chatham,"1,182",1,0,1,0
Virginia,Chesapeake,"253,745","16,536","4,920","9,631","1,985"
Virginia,Chilhowie,"1,652",68,23,35,10
Virginia,Chincoteague,"3,284",84,16,64,4
Virginia,Christiansburg,"21,746","1,386",338,877,171
Virginia,Clifton Forge,"3,433",162,55,87,20
Virginia,Colonial Beach,"3,980",177,49,104,24
Virginia,Colonial Heights,"18,419","1,601",291,"1,068",242
Virginia,Covington,"5,733",251,120,100,31
Virginia,Crewe,"2,257",133,29,89,15
Virginia,Culpeper,"20,836","1,210",382,656,172
Virginia,Damascus,782,72,5,65,2
Virginia,Danville,"42,111","3,591",930,"2,093",568
Virginia,Dublin,"2,636",127,28,72,27
Virginia,Dumfries,"5,659",209,41,126,42
Virginia,Eastville,295,0,0,0,0
Virginia,Elkton,"3,008",79,7,60,12
Virginia,Emporia,"5,637",534,113,352,69
Virginia,Exmore,"1,432",106,19,82,5
Virginia,Fairfax City,"24,509","1,258",277,938,43
Virginia,Falls Church,"14,384",537,88,422,27
Virginia,Farmville,"7,216",483,121,333,29
